Gene_symbol	targetFromSourceId	transcript_id	Gene_Feature	Dataset	Disease	diseaseFromSourceMappedId	MONDO	Median_TPM	RNA_Correlation	Transcript_Representation	Probe_ID	Chromosome	Location	Beta_Q1	Beta_Q2	Beta_Median	Beta_Q4	Beta_Q5	datatypeId	chop_uuid	datasourceId
BPTF	ENSG00000171634	ENST00000424123	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	0	cg06647360	chr17	67854430	0.394442114120752	0.815548844364794	0.872117631519957	0.916193437690895	0.957063170022631	pediatric_cancer	d55083fd-0c66-4e67-9cf0-d22041a0e473	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	-0.0930379189267125	0.03	cg06647360	chr17	67854430	0.394442114120752	0.815548844364794	0.872117631519957	0.916193437690895	0.957063170022631	pediatric_cancer	ed9005cf-23ea-4287-8c66-52d3435bf02b	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.017107101165367	10.68	cg06647360	chr17	67854430	0.394442114120752	0.815548844364794	0.872117631519957	0.916193437690895	0.957063170022631	pediatric_cancer	86e05809-a3e8-4b45-951e-289e8959b8ba	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.029490540415657	5.9	cg12398397	chr17	67824853	0.0325620766385058	0.0546330997447276	0.0683695358179591	0.0852285058768789	0.145272471140835	pediatric_cancer	65e36568-314f-4bfd-8c7c-106413e8bd37	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.0148771333205654	0.34	cg12398397	chr17	67824853	0.0325620766385058	0.0546330997447276	0.0683695358179591	0.0852285058768789	0.145272471140835	pediatric_cancer	10f9fac8-d56e-4190-99b6-3086eb6cbd2c	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0868178291827186	0.03	cg12398397	chr17	67824853	0.0325620766385058	0.0546330997447276	0.0683695358179591	0.0852285058768789	0.145272471140835	pediatric_cancer	532dec24-6eba-403f-b8da-5a2e6b796ecb	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.00739504735834649	5.9	cg13776905	chr17	67854212	0.0961552023880731	0.497024324464968	0.65526717647246	0.797614331020592	0.944478737045938	pediatric_cancer	adcf4fd8-9ae0-4f06-8dc4-b6bd959a3606	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	0.0732604404523095	0.34	cg13776905	chr17	67854212	0.0961552023880731	0.497024324464968	0.65526717647246	0.797614331020592	0.944478737045938	pediatric_cancer	9d86f63e-8274-4a41-8f1a-0140a6635e13	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	-0.245685586175269	11.82	cg13776905	chr17	67854212	0.0961552023880731	0.497024324464968	0.65526717647246	0.797614331020592	0.944478737045938	pediatric_cancer	f4dcbdab-d15f-42d7-be80-45d82b28248f	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	0	cg13776905	chr17	67854212	0.0961552023880731	0.497024324464968	0.65526717647246	0.797614331020592	0.944478737045938	pediatric_cancer	31dbf92f-7624-4df1-9354-15e247017557	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0801331121378672	0.03	cg13776905	chr17	67854212	0.0961552023880731	0.497024324464968	0.65526717647246	0.797614331020592	0.944478737045938	pediatric_cancer	e785e268-f803-4092-988b-da6b592b260a	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	0.220337301236103	10.68	cg13776905	chr17	67854212	0.0961552023880731	0.497024324464968	0.65526717647246	0.797614331020592	0.944478737045938	pediatric_cancer	37251c74-04e3-4838-9e31-b284ab1e096e	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	0.041519325378799	5.9	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	4043284e-285b-40ee-afb1-be1ef64b03f3	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.0483761477701197	0.34	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	d1e23fe9-df34-45a9-838c-351db9e2993c	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	0.235942809933033	11.82	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	95be0582-84e3-48df-b33b-e31c8d8e81f6	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000577837	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	16.35	-0.0530817628185951	22.26	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	751b68f3-17c2-48ae-85a0-dd53e4846280	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000578307	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	1.66	-0.103382040169977	2.23	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	289cf40b-b173-45f2-971c-312b33038b49	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000583990	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	3.69	-0.00411074462560959	5.88	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	8670ee5b-07bd-445a-b82d-4e7bee532647	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.140087091097895	10.68	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	25d78bde-602a-4056-a9d0-173c0b6851a7	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	three_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	0.041519325378799	5.9	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	f154c46e-eb5c-450e-b43f-0ec632d5c78b	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	three_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.0483761477701197	0.34	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	8f6b9d58-c77d-4d4f-b72a-95a46ac8434c	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	three_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	0.235942809933033	11.82	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	29c8ff6c-b283-4c1b-8be0-6b4e3ad15df2	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000577837	three_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	16.35	-0.0530817628185951	22.26	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	c1bfb41f-9f6b-4da6-8418-76c624a7ce94	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000581258	three_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	15.83	0.140664351511126	20.47	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	4ba79140-07c3-4c42-8774-993ffe40a421	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000583990	three_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	3.69	-0.00411074462560959	5.88	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	7b945c81-a803-4428-ae66-ddbbb6624214	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	three_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.140087091097895	10.68	cg14781826	chr17	67982406	0.159243070909456	0.427693780962185	0.578927229399926	0.714092452002691	0.879776566433209	pediatric_cancer	342d11f2-6391-4589-83a7-16fafcd3156e	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.109600450203449	5.9	cg16028064	chr17	67825250	0.010345317916481	0.0142672705966403	0.0154987311006419	0.0168269317928754	0.0218160500787619	pediatric_cancer	427c5560-b7be-4cca-9a8e-9275f07f0a94	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.00958418977011749	0.34	cg16028064	chr17	67825250	0.010345317916481	0.0142672705966403	0.0154987311006419	0.0168269317928754	0.0218160500787619	pediatric_cancer	c9a202d3-be77-4c01-8ccd-5a447af78f7f	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	0.0526552062012525	11.82	cg16028064	chr17	67825250	0.010345317916481	0.0142672705966403	0.0154987311006419	0.0168269317928754	0.0218160500787619	pediatric_cancer	868237cd-d081-4fdb-9054-1ae823a2e5d5	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0494226040713396	0.03	cg16028064	chr17	67825250	0.010345317916481	0.0142672705966403	0.0154987311006419	0.0168269317928754	0.0218160500787619	pediatric_cancer	ea0c499c-b017-4238-aa2e-bbe52af59c94	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.0643473856540442	10.68	cg16028064	chr17	67825250	0.010345317916481	0.0142672705966403	0.0154987311006419	0.0168269317928754	0.0218160500787619	pediatric_cancer	e9081511-b006-40d9-8485-2e50c5259698	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.0795718423878127	5.9	cg16435601	chr17	67826276	0.150540383240082	0.303623026216999	0.35646405764167	0.404632172511738	0.532120849115887	pediatric_cancer	3ba3f60e-08d7-4cf3-a8bd-5c953d5b5fcd	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.17750060708156	0.34	cg16435601	chr17	67826276	0.150540383240082	0.303623026216999	0.35646405764167	0.404632172511738	0.532120849115887	pediatric_cancer	a69b12fd-27b6-40b4-ad34-3c6b427da5c4	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	-0.0619214461827427	11.82	cg16435601	chr17	67826276	0.150540383240082	0.303623026216999	0.35646405764167	0.404632172511738	0.532120849115887	pediatric_cancer	4d069328-3c8e-4a34-ae05-bbf46b638a91	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	0	cg16435601	chr17	67826276	0.150540383240082	0.303623026216999	0.35646405764167	0.404632172511738	0.532120849115887	pediatric_cancer	98dad6bc-2a20-4c1f-b314-5c469019265f	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	-0.0159264716742059	0.03	cg16435601	chr17	67826276	0.150540383240082	0.303623026216999	0.35646405764167	0.404632172511738	0.532120849115887	pediatric_cancer	2e0cc0de-cea5-4687-ae18-1c823c36d720	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.0976170976366782	10.68	cg16435601	chr17	67826276	0.150540383240082	0.303623026216999	0.35646405764167	0.404632172511738	0.532120849115887	pediatric_cancer	ad4729db-45d8-418f-9f36-e4ffe3b8308b	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.27669831915982	5.9	cg18640302	chr17	67825631	0.0171263569813341	0.0253418264384106	0.0286045291375416	0.0316838123400429	0.0449490727771942	pediatric_cancer	e00b33e0-dfc8-4b74-8990-9d0a245548d8	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0454447567707383	0.03	cg18640302	chr17	67825631	0.0171263569813341	0.0253418264384106	0.0286045291375416	0.0316838123400429	0.0449490727771942	pediatric_cancer	cd1d6e8b-5d23-4c1b-90ed-9ba0369d975f	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	five_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.27669831915982	5.9	cg18640302	chr17	67825631	0.0171263569813341	0.0253418264384106	0.0286045291375416	0.0316838123400429	0.0449490727771942	pediatric_cancer	f573eb00-b249-43e7-a320-4cc8ad19be3a	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	five_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0454447567707383	0.03	cg18640302	chr17	67825631	0.0171263569813341	0.0253418264384106	0.0286045291375416	0.0316838123400429	0.0449490727771942	pediatric_cancer	435119b1-6b58-47bf-a296-f42202770b5f	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.0746543534509595	0.34	cg18640302	chr17	67825631	0.0171263569813341	0.0253418264384106	0.0286045291375416	0.0316838123400429	0.0449490727771942	pediatric_cancer	f648a931-a74f-40dd-a9fe-5d0e637341b5	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	-0.173063090075602	11.82	cg18640302	chr17	67825631	0.0171263569813341	0.0253418264384106	0.0286045291375416	0.0316838123400429	0.0449490727771942	pediatric_cancer	36109244-2446-49b0-a9bd-418a37df09b3	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.222310024441309	10.68	cg18640302	chr17	67825631	0.0171263569813341	0.0253418264384106	0.0286045291375416	0.0316838123400429	0.0449490727771942	pediatric_cancer	a6ffc19a-fdda-4c4f-a316-72a5bd9c39c2	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.0745215955762205	5.9	cg18687753	chr17	67854300	0.0755110546482754	0.283159318808151	0.401703704250867	0.58289121464232	0.90545140057028894	pediatric_cancer	1b6a10ba-f338-460c-9923-427a924c0697	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	0.0648932523118362	0.34	cg18687753	chr17	67854300	0.0755110546482754	0.283159318808151	0.401703704250867	0.58289121464232	0.90545140057028894	pediatric_cancer	2daa893a-3189-4468-80b2-6ff652cf719b	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	-0.237924991387747	11.82	cg18687753	chr17	67854300	0.0755110546482754	0.283159318808151	0.401703704250867	0.58289121464232	0.90545140057028894	pediatric_cancer	618873e4-8133-4a15-ab09-17af4a196718	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	0	cg18687753	chr17	67854300	0.0755110546482754	0.283159318808151	0.401703704250867	0.58289121464232	0.90545140057028894	pediatric_cancer	6f739fb8-ecbf-4766-b183-11286fd7011c	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0689010757650092	0.03	cg18687753	chr17	67854300	0.0755110546482754	0.283159318808151	0.401703704250867	0.58289121464232	0.90545140057028894	pediatric_cancer	851a71cb-6b46-46ca-b70d-08914ec47439	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	0.133139772348264	10.68	cg18687753	chr17	67854300	0.0755110546482754	0.283159318808151	0.401703704250867	0.58289121464232	0.90545140057028894	pediatric_cancer	3bad47c9-33f7-4dce-8193-3f640df940fc	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	0.152780118636834	5.9	cg18762647	chr17	67854695	0.448917830455925	0.885245517347582	0.910377958635297	0.923140761473731	0.946308360518266	pediatric_cancer	1a46c7e3-3886-4c88-b506-d308f191dfc2	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.0342711794268112	0.34	cg18762647	chr17	67854695	0.448917830455925	0.885245517347582	0.910377958635297	0.923140761473731	0.946308360518266	pediatric_cancer	19615350-d759-4104-b6d8-e12a87914ae7	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	0.0937980786473035	11.82	cg18762647	chr17	67854695	0.448917830455925	0.885245517347582	0.910377958635297	0.923140761473731	0.946308360518266	pediatric_cancer	66fbe853-cd43-4c67-afe6-5a197c1d78d7	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	0	cg18762647	chr17	67854695	0.448917830455925	0.885245517347582	0.910377958635297	0.923140761473731	0.946308360518266	pediatric_cancer	32598f26-2cb0-41c0-a2a6-5df95facb99e	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0997038149298783	0.03	cg18762647	chr17	67854695	0.448917830455925	0.885245517347582	0.910377958635297	0.923140761473731	0.946308360518266	pediatric_cancer	38484440-10a5-40ff-997d-f5a671af52cc	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	0.0609823276748574	10.68	cg18762647	chr17	67854695	0.448917830455925	0.885245517347582	0.910377958635297	0.923140761473731	0.946308360518266	pediatric_cancer	10fb535c-96c6-4a15-9c7a-93f293856e71	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-8.8910427234901e-4	5.9	cg22972262	chr17	67825571	0.033000611005161	0.0744834475702952	0.0911644708614037	0.112568917309044	0.177291247007126	pediatric_cancer	6cfaa12e-3fb0-4c03-b8cd-0ca988c94420	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	-0.0105629527164037	0.03	cg22972262	chr17	67825571	0.033000611005161	0.0744834475702952	0.0911644708614037	0.112568917309044	0.177291247007126	pediatric_cancer	fc4835d0-871b-4c95-8175-bdfb30ffd6ef	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	five_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-8.8910427234901e-4	5.9	cg22972262	chr17	67825571	0.033000611005161	0.0744834475702952	0.0911644708614037	0.112568917309044	0.177291247007126	pediatric_cancer	a12d90d1-d6c5-4e8a-ab41-0d4e78094e75	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	five_prime_UTR	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	-0.0105629527164037	0.03	cg22972262	chr17	67825571	0.033000611005161	0.0744834475702952	0.0911644708614037	0.112568917309044	0.177291247007126	pediatric_cancer	f77efad7-4a2c-49a1-a06a-5403e845c1cb	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	0.0457796742611817	0.34	cg22972262	chr17	67825571	0.033000611005161	0.0744834475702952	0.0911644708614037	0.112568917309044	0.177291247007126	pediatric_cancer	b6ac637b-8366-494b-9063-14e95f9f3806	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	-0.0980964722892456	11.82	cg22972262	chr17	67825571	0.033000611005161	0.0744834475702952	0.0911644708614037	0.112568917309044	0.177291247007126	pediatric_cancer	c014f448-aec8-4928-bfe0-ee66ebcc2b99	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	promoter	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	0.0228671811802934	10.68	cg22972262	chr17	67825571	0.033000611005161	0.0744834475702952	0.0911644708614037	0.112568917309044	0.177291247007126	pediatric_cancer	6bacd074-d914-4aa0-8d9a-bde3596c2dfa	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.0621265654559745	5.9	cg26135490	chr17	67946957	0.298201923132653	0.88500071949919	0.909420477672297	0.922957240684259	0.953083718114429	pediatric_cancer	c85fb336-8cd1-4ec0-833b-75299bb3b94c	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	0.0376063363729119	0.34	cg26135490	chr17	67946957	0.298201923132653	0.88500071949919	0.909420477672297	0.922957240684259	0.953083718114429	pediatric_cancer	ca490c79-828c-411a-863e-5cb2c8e04adf	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	0.154201974921115	11.82	cg26135490	chr17	67946957	0.298201923132653	0.88500071949919	0.909420477672297	0.922957240684259	0.953083718114429	pediatric_cancer	f74c145d-8963-4b4f-99e6-d9a3e153c7e9	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	0	cg26135490	chr17	67946957	0.298201923132653	0.88500071949919	0.909420477672297	0.922957240684259	0.953083718114429	pediatric_cancer	2243168e-cee0-4b43-9beb-ec024fcce04b	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000580465	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.285	-0.19562988174942	6.75	cg26135490	chr17	67946957	0.298201923132653	0.88500071949919	0.909420477672297	0.922957240684259	0.953083718114429	pediatric_cancer	e24b3804-bbcd-45c6-8590-493dc76894cb	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.233636052694191	10.68	cg26135490	chr17	67946957	0.298201923132653	0.88500071949919	0.909420477672297	0.922957240684259	0.953083718114429	pediatric_cancer	07c67b88-cc7c-41fc-bb4d-3350f5306b58	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	-0.381714281418749	5.9	cg27230900	chr17	67890596	0.556699343242743	0.835053333125009	0.870694818299179	0.898658448966746	0.940593892567667	pediatric_cancer	1b1bf908-72ba-4118-ade3-b2318a100a23	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	-0.02804766143298	0.34	cg27230900	chr17	67890596	0.556699343242743	0.835053333125009	0.870694818299179	0.898658448966746	0.940593892567667	pediatric_cancer	6490dbe1-d008-480f-bdcd-2da94cc8f8fe	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	9.015	0.0415565777139055	11.82	cg27230900	chr17	67890596	0.556699343242743	0.835053333125009	0.870694818299179	0.898658448966746	0.940593892567667	pediatric_cancer	0ef2af06-7bde-492d-9213-229ee30b66fe	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	0	cg27230900	chr17	67890596	0.556699343242743	0.835053333125009	0.870694818299179	0.898658448966746	0.940593892567667	pediatric_cancer	ecb25a4a-e1b9-45af-868c-83b1777f2e0c	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544491	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.09	0.113266125278804	0.37	cg27230900	chr17	67890596	0.556699343242743	0.835053333125009	0.870694818299179	0.898658448966746	0.940593892567667	pediatric_cancer	ffe94a5c-bb06-4ca7-bbc3-5069da0b81a1	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0.01	0.0928618140923141	0.03	cg27230900	chr17	67890596	0.556699343242743	0.835053333125009	0.870694818299179	0.898658448966746	0.940593892567667	pediatric_cancer	f1a52078-70a3-40e0-bc8f-d0f67a7b6c2a	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	7.515	-0.328295655960806	10.68	cg27230900	chr17	67890596	0.556699343242743	0.835053333125009	0.870694818299179	0.898658448966746	0.940593892567667	pediatric_cancer	4ed1aaf9-dff4-47af-9da4-8f8bce9e4141	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	4.165	0.0337500914564513	5.9	ch.17.1756372F	chr17	67923333	0.0553549373612902	0.123555269012526	0.152099007201043	0.177817635376318	0.280995698112372	pediatric_cancer	3902518d-6b79-443e-9072-3c6aea2ea819	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	intron	TARGET	Neuroblastoma	EFO_0000621	MONDO_0005072	0	0.1227978304312	0.34	ch.17.1756372F	chr17	67923333	0.0553549373612902	0.123555269012526	0.152099007201043	0.177817635376318	0.280995698112372	pediatric_cancer	c400e02a-b816-40e2-9dd3-e570fc16255f	chop_isoform_level_methylation
